"Name","Gross Export","Share","Code","Sector"
"Basketwork","7346418","0.01742222021173325","4602","Agriculture"
"Chemical woodpulp, soda or sulfate","272652","0.0006466012667900866","4703","Agriculture"
"Paper waste","2306738","0.005470488802403175","4707","Agriculture"
"Newsprint","166740","0.0003954282206790305","4801","Agriculture"
"Paper used for graphic purposes","105652","0.00025055644938935427","4802","Agriculture"
"Tissue","4109318","0.00974535387396133","4803","Agriculture"
"Uncoated kraft paper and paperboard","505971","0.0011999233072159635","4804","Agriculture"
"Other uncoated paper and paperboard","257973","0.000611789638798318","4805","Agriculture"
"Transparent paper","17804","0.00004222264628145291","4806","Agriculture"
"Uncoated composite paper","3035910","0.007199739051467408","4807","Agriculture"
"Corrugated paper and paperboard","6283060","0.01490043922405895","4808","Agriculture"
"Carbon paper","182592","0.000433021648496015","4809","Agriculture"
"Paper and paperboard, coated with kaolin","31398","0.00007446116872304307","4810","Agriculture"
"Cellulose wadding, coated","499934","0.0011856064056432196","4811","Agriculture"
"Filter blocks of paper pulp","18060","0.000042829756899743856","4812","Agriculture"
"Cigarette paper","1820","0.000004316177051912172","4813","Agriculture"
"Wallpaper","2924","0.000006934341593291863","4814","Agriculture"
"Letterstock","30651","0.00007268963891107691","4817","Agriculture"
"Toilet paper","2520984","0.005978578730240524","4818","Agriculture"
"Cardboard packing containers","66718840","0.15822545392208784","4819","Agriculture"
"Notebooks","1431971","0.0033959562468152335","4820","Agriculture"
"Paper labels","1926396","0.004568497916535934","4821","Agriculture"
"Bobbins, spools, cops of paper","6571","0.0000155832963780851","4822","Agriculture"
"Other paper cut to size","8827438","0.020934497430097516","4823","Agriculture"
"Books, brochures etc.","962165","0.002281799172062129","4901","Agriculture"
"Newspapers, journals and periodicals","48780","0.00011568303109465701","4902","Agriculture"
"Children's books","117893","0.00027958629735224267","4903","Agriculture"
"Maps","5330","0.000012640232794885646","4905","Agriculture"
"Architectural, engineering, etc. drawings","3555","0.00000843077440634493","4906","Agriculture"
"Unused stamps","2228026","0.005283821259485532","4907","Agriculture"
"Calendars","17696","0.00004196652148936142","4910","Agriculture"
"Other printed matter","945093","0.002241312482704852","4911","Agriculture"
"Woven silk fabrics","57950","0.00013742992316390678","5007","Textiles"
"Wool","1034378","0.0024530541684630817","5101","Textiles"
"Wool, combed","128974","0.00030586517532600025","5105","Textiles"
"Yarn of carded wool, not for retail sale","27161","0.00006441301368515741","5106","Textiles"
"Yarn of combed wool, not for retail sale","24974","0.00005922648664530472","5107","Textiles"
"Woven fabrics of carded wool","2371071","0.00562305617508486","5111","Textiles"
"Woven fabrics of combed wool","2246328","0.005327224925641629","5112","Textiles"
"Woven fabrics of coarse animal hair","1437","0.0000034078826503284565","5113","Textiles"
"Raw cotton","99855","0.00023680871402125822","5201","Textiles"
"Cotton waste","96264","0.0002282925646842161","5202","Textiles"
"Cotton, carded or combed","116406","0.0002760598384092793","5203","Textiles"
"Cotton sewing thread","1000590","0.0023729250529520877","5204","Textiles"
"Cotton yarn of > 85%","830226","0.001968902422582876","5205","Textiles"
"Cotton yarn of < 85%","2125472","0.00504061179718784","5206","Textiles"
"Cotton yarn for retail sale","58727","0.0001392725987514539","5207","Textiles"
"Woven fabrics of cotton of > 85% weighing < 200 g/m2","3518498","0.008344208969669711","5208","Textiles"
"Woven fabrics of cotton of < 85% weighing > 200 g/m2","19207626","0.0455513816279734","5209","Textiles"
"Woven fabrics of cotton of < 85% weighing < 200 g/m2","491714","0.001166112463134034","5210","Textiles"
"Woven fabrics of cotton of < 85% weighing > 200 g/m2","2552349","0.006052961638610428","5211","Textiles"
"Other woven cotton fabrics","1213691","0.0028782995836880965","5212","Textiles"
"Vegetable textile fibers","16152","0.00003830488557279418","5305","Textiles"
"Woven fabrics of flax","1030272","0.0024433166833118997","5309","Textiles"
"Woven fabrics of vegetable textile fibers","604345","0.0014332197914493745","5311","Textiles"
"Synthetic sowing thread","173294","0.00041097120111761973","5401","Textiles"
"Synthetic filament yarn","7625740","0.01808463955596084","5402","Textiles"
"Artificial filament yarn","55476","0.0001315627682043295","5403","Textiles"
"Synthetic monofilament >67 dtex, thickness < 1mm","20240","0.000047999683258627674","5404","Textiles"
"Woven fabrics of synthetic filament yarn","7688823","0.018234242521326646","5407","Textiles"
"Woven fabrics of artificial filament yarn","459784","0.0010903896426573548","5408","Textiles"
"Synthetic staple fibers","1205552","0.0028589977347729797","5503","Textiles"
"Artificial staple fibers, not processed for spinning","947","0.0000022458349825059487","5504","Textiles"
"Waste of man-made fibers","3148186","0.007466004488105039","5505","Textiles"
"Synthetic staple fibers, processed","341476","0.0008098191620762422","5506","Textiles"
"Synthetic staple fibers sewing thread","2145780","0.005088772744204451","5508","Textiles"
"Yarn of synthetic staple fibers, not for retail sale","4842204","0.011483411970042486","5509","Textiles"
"Yarn of artificial staple fibers, not for retail sale","172939","0.0004101293094399116","5510","Textiles"
"Woven fabrics of > 85% synthetic staple fibers","7220414","0.017123398468189763","5512","Textiles"
"Woven fabrics of < 85% synthetic staple fibers weighing < 170 g/m2","166942","0.00039590726890127573","5513","Textiles"
"Woven fabrics of < 85% synthetic staple fibers weighing > 170 g/m2","367700","0.0008720100560374207","5514","Textiles"
"Other woven fabrics of synthetic staple fibers","5375606","0.012748388602923835","5515","Textiles"
"Woven fabrics of artificial staple fibers","5268780","0.012495047982183415","5516","Textiles"
"Wadding of textile materials","96354","0.000228506002010959","5601","Textiles"
"Felt","127821","0.00030313080601783834","5602","Textiles"
"Nonwoven textiles","5516891","0.013083449633022416","5603","Textiles"
"Rubber textiles","83743","0.00019859868948257197","5604","Textiles"
"Metallised yarn","16651","0.000039488276973290974","5605","Textiles"
"Gimp yarn","16469","0.000039056659268099754","5606","Textiles"
"Twine and ropes of baste fibers","1600952","0.003796699056930162","5607","Textiles"
"Nets","7134197","0.016918932623747617","5608","Textiles"
"Articles of yarn, rope etc not elsewhere clasified","141843","0.0003363843415243836","5609","Textiles"
"Carpets, knotted","5275964","0.012512085023909204","5701","Textiles"
"Woven carpets and rugs","9855196","0.02337185209741573","5702","Textiles"
"Carpets, tufted","858627","0.0020362561283253804","5703","Textiles"
"Carpets of felt","22509","0.00005338067541840169","5704","Textiles"
"Other carpets","1004832","0.0023829850656192373","5705","Textiles"
"Woven pile fabrics","848672","0.0020126475884617617","5801","Textiles"
"Terry cloth","9875","0.000023418817795402582","5802","Textiles"
"Lace and net fabrics","4730213","0.011217822418272873","5804","Textiles"
"Hand-woven tapestries","431418","0.0010231189403196953","5805","Textiles"
"Narrow woven fabrics","3009502","0.007137111796749332","5806","Textiles"
"Labels and badges of textiles","194472","0.0004611953756260791","5807","Textiles"
"Braids in piece","508113","0.0012050031155924448","5808","Textiles"
"Woven fabric incorporating metal threads","216374","0.0005131365348518925","5809","Textiles"
"Embroidery in the piece","1275011","0.003023721548975599","5810","Textiles"
"Quilted textile products","831583","0.001972120583164989","5811","Textiles"
"Stiffened textiles","10509","0.000024922365186013746","5901","Textiles"
"Textile fabrics impregnated with plastics","5093837","0.012080166134934693","5903","Textiles"
"Rubberized textile fabrics","68920","0.00016344556176801477","5906","Textiles"
"Textile hosepiping and similar tubing","18996","0.00004504950509787012","5909","Textiles"
"Transmission belts or belting, of textile material","6376","0.000015120848836808794","5910","Textiles"
"Textile articles for technical use","4556830","0.010806640151354364","5911","Textiles"
"Pile fabrics, knit","451392","0.0010704877977015049","6001","Textiles"
"Other knitted fabrics","9116198","0.021619299235322877","6002","Textiles"
"Men's overcoats, knit","3811620","0.009039355370664545","6101","Textiles"
"Women's overcoats, knit","25637770","0.06080063436055072","6102","Textiles"
"Men's suits, knit","19394400","0.045994320997585394","6103","Textiles"
"Women's suits, knit","226989856","0.5383123118044222","6104","Textiles"
"Men's shirts, knit","43436192","0.10301005227079729","6105","Textiles"
"Women's shirts, knit","28020456","0.0664512358084147","6106","Textiles"
"Men's undergarments, knit","14880489","0.035289464364303025","6107","Textiles"
"Women's undergarments, knit","53493068","0.12686019370218538","6108","Textiles"
"T-shirts, knit","236555504","0.5609974933342406","6109","Textiles"
"Sweaters, pullovers, sweatshirts etc., knit","181173936","0.4296586730592332","6110","Textiles"
"Babies' garments, knit","62996256","0.14939724972724422","6111","Textiles"
"Activewear, knit","14344691","0.03401880555547861","6112","Textiles"
"Garments knit with impregnated fibers","4779346","0.011334342597993532","6113","Textiles"
"Other garments, knit","84950840","0.20146311326849592","6114","Textiles"
"Socks, stockings, etc., knit","8337923","0.019773599952313568","6115","Textiles"
"Gloves, knit","1837049","0.004356609196174838","6116","Textiles"
"Other clothing accesories, knit","1784512","0.0042320163424515896","6117","Textiles"
"Men's overcoats, not knit","81847024","0.19410233338247515","6201","Textiles"
"Womens overcoats, not knit","318075808","0.754325001790122","6202","Textiles"
"Men's suits and pants","292735872","0.694230688460384","6203","Textiles"
"Women's suits and pants","1025944832","2.433054692530928","6204","Textiles"
"Men's shirts","68555672","0.16258154849715264","6205","Textiles"
"Women's shirts","322667072","0.7652133030626882","6206","Textiles"
"Men's undergarments","3576440","0.008481619920626796","6207","Textiles"
"Women's undergarments","7401788","0.01755353159819719","6208","Textiles"
"Babies' garments","32834480","0.07786781817992812","6209","Textiles"
"Garments made of textile felts and nonwoven fabric","103662944","0.24583935166288823","6210","Textiles"
"Activewear","209464032","0.49674936709856965","6211","Textiles"
"Brassieres","116225368","0.2756314649514546","6212","Textiles"
"Handkerchiefs","594988","0.00141102942404567","6213","Textiles"
"Shawls, scarves, etc.","1594044","0.0037803165563397175","6214","Textiles"
"Ties, bow ties and cravats","81229","0.00019263667348888672","6215","Textiles"
"Gloves","441489","0.0010470025771822267","6216","Textiles"
"Other clothing accesories","2036663","0.0048299989577354945","6217","Textiles"
"Blankets","1136895","0.0026961758843042243","6301","Textiles"
"House linen","9702450","0.02300961100951937","6302","Textiles"
"Curtains","414624","0.0009832915351494682","6303","Textiles"
"Other furnishing articles","91536696","0.21708164103464872","6304","Textiles"
"Bags for packing goods","10555203","0.025031936794986","6305","Textiles"
"Tents, tarpaulins, etc.","596142","0.0014137661648796847","6306","Textiles"
"Other made up articles","91123712","0.21610223880189772","6307","Textiles"
"Needlecraft sets of woven fabric and yarn","8364","0.000019835442231974397","6308","Textiles"
"Used clothes and textiles","9401381","0.022295618092573136","6309","Textiles"
"Used or new rags textile scraps","953594","0.002261472823978646","6310","Textiles"
"Waterproof footwear","4535756","0.010756662615534585","6401","Textiles"
"Other footwear of rubber or plastics","79145312","0.18769515352792804","6402","Textiles"
"Leather footwear","164639312","0.39044638477857596","6403","Textiles"
"Textile footwear","18040826","0.04278428526304421","6404","Textiles"
"Other footwear","9416945","0.022332528520944545","6405","Textiles"
"Parts of footwear","55800564","0.13233248012118487","6406","Textiles"
"Hats","55355","0.0001312758135761529","6504","Textiles"
"Hats, knit","4845535","0.011491311522657827","6505","Textiles"
"Other headgear","1167943","0.002769807018978823","6506","Textiles"
"Headbands","6173060","0.014639571380262062","6507","Textiles"
"Umbrellas","252507","0.0005988268784874653","6601","Textiles"
"Walking sticks","2639","0.000006258456725272649","6602","Textiles"
"Parts of umbrellas or walking sticks","16234","0.000038499350692715493","6603","Textiles"
"Artificial flowers","9142","0.000021680489345374218","6702","Textiles"
"Wigs","251167","0.0005956490338448487","6704","Textiles"
"Flagstones, of natural stone","1960953","0.004650450735427653","6801","Stone"
"Worked building stone","11275083","0.026739150825826948","6802","Stone"
"Worked slate","18909","0.0000448431823486853","6803","Stone"
"Grindstones","3097052","0.00734473888515313","6804","Stone"
"Natural or artificial abrasive powder","2950538","0.006997277146370788","6805","Stone"
"Mineral wools and insulating materials","127549","0.0003024857509859042","6806","Stone"
"Asphalt","882455","0.0020927648463434922","6807","Stone"
"Panels of vegetable fibers","10816","0.000025650423622792335","6808","Stone"
"Plaster articles","1071847","0.0025419128706378603","6809","Stone"
"Articles of cement, of concrete or of artificial stone","8185926","0.01941313513728088","6810","Stone"
"Asbestos-cement or cellulose fiber-cement","67163","0.00015927879084482263","6811","Stone"
"Asbestos fibres","23158","0.000054919795696803335","6812","Stone"
"Friction material and articles thereof","3880607","0.00920295982466469","6813","Stone"
"Mica articles","38290","0.00009080572489984453","6814","Stone"
"Articles of stone or of other mineral substances","1648923","0.0039104635236099855","6815","Stone"
"Bricks, blocks, and other ceramic goods","715998","0.0016980077674807754","6901","Stone"
"Bricks, tiles and similar refractory ceramic constructional goods","336097","0.0007970627245145743","6902","Stone"
"Other refractory ceramic goods","182611","0.00043306670748721624","6903","Stone"
"Ceramic building bricks","13166","0.00003122350937663498","6904","Stone"
"Architectural ceramic ornaments","209056","0.0004957817086618412","6905","Stone"
"Unglazed ceramic flags and pavers","12987556","0.030800324817375952","6907","Stone"
"Ceramic wares for technical ware","42082","0.00009979855093327912","6909","Stone"
"Ceramic sinks, washbasins, and similar sanitary fixtures","42798568","0.10149791047049594","6910","Stone"
"Porcelain or china household articles","586500","0.001390899912607961","6911","Stone"
"Ceramic household articles","1055656","0.002503515495556811","6912","Stone"
"Ornamental ceramic articles","1670566","0.00396179045763995","6913","Stone"
"Other ceramic articles","982901","0.002330975132143695","6914","Stone"
"Cullet and other scraps of glass","378787","0.0008983031631662943","7001","Stone"
"Glass balls","5184","0.000012293990020391592","7002","Stone"
"Glass, cast or rolled","17351","0.00004114834507018027","7003","Stone"
"Float glass","39448","0.00009355195183726997","7005","Stone"
"Worked glass","14078","0.00003338634095429646","7006","Stone"
"Safety glass","68786176","0.1631281946923032","7007","Stone"
"Multiple-walled insulating glass","37315","0.00008849348719346302","7008","Stone"
"Glass mirrors","1339049","0.0031755893215307373","7009","Stone"
"Glass containers for conveyance","7855441","0.018629381415851652","7010","Stone"
"Glass envelopes","31736","0.00007526274446125532","7011","Stone"
"Glassware for interior decorative use","1504293","0.0035674697395341303","7013","Stone"
"Signaling glassware","56526","0.00013405287034966342","7014","Stone"
"Glass paving blocks or other molded products","43081","0.00010216770526012543","7016","Stone"
"Laboratory, hygienic or pharmaceutical glassware","30563","0.0000724809446360394","7017","Stone"
"Glass beads","46905","0.00011123642012084639","7018","Stone"
"Glass fibers","21629164","0.05129412159826642","7019","Stone"
"Other articles of glass","172288","0.0004085854461098046","7020","Stone"
"Pearls","818","0.0000019399081475077783","7101","Stone"
"Precious stones","701268","0.001663075191670519","7103","Stone"
"Synthetic precious stones","88429","0.00020971165962831948","7104","Stone"
"Silver","107007960","0.25377214358458","7106","Stone"
"Gold","55577496","0.131803468592275","7108","Stone"
"Scrap of precious metal","5201106","0.012334557341627861","7112","Stone"
"Jewelry of precious metal","4818552","0.01142732064057445","7113","Stone"
"Goldsmith and silversmith wares","13380","0.00003173101590911256","7114","Stone"
"Other articles of precious metals","151923","0.00036028932211958954","7115","Stone"
"Articles of precious stones","928387","0.0022016937718096624","7116","Stone"
"Imitation jewelry","1098144","0.0026042768859862856","7117","Stone"
"Ferroalloys","135411","0.0003211306872398237","7202","Metals"
"Ferrous waste and scrap","7880226","0.018688159684110795","7204","Metals"
"Powders of iron or steel","28621","0.00006787544143009794","7205","Metals"
"Flat-rolled iron, width > 600mm, hot-rolled, not clad","8306945","0.01970013482444866","7208","Metals"
"Flat-rolled iron, width > 600mm, cold-rolled, not clad","2956906","0.007012379023000777","7209","Metals"
"Flat rolled iron, width > 600mm, clad","34227380","0.08117111654015255","7210","Metals"
"Flat-rolled iron, width < 600mm, not clad","312983","0.0007422472759552897","7211","Metals"
"Flat-rolled iron, width < 600mm, clad","12788874","0.030329145317910013","7212","Metals"
"Hot rolled bars of iron","7835","0.00001858090505589663","7213","Metals"
"Other bars of iron, not further worked than forged","353012","0.0008371770843129779","7214","Metals"
"Other bars and rods of iron or nonalloy steel","94425","0.00022393132864110266","7215","Metals"
"Angles of iron or nonalloy steel","542240","0.0012859361783675032","7216","Metals"
"Wire of iron or nonalloy steel","161064","0.000381967439939111","7217","Metals"
"Flat-rolled products of stainless steel of a width > 600 mm","94640","0.00022444120669943293","7219","Metals"
"Flat-rolled products of stainless steel of a width < 600 mm","94239","0.00022349022483250062","7220","Metals"
"Other bars and rods of stainless steel","376339","0.0008924976678788873","7222","Metals"
"Wire of stainless steel","4461","0.00001057937682889022","7223","Metals"
"Flat-rolled products of other alloy steel, width > 600 mm","2679801","0.006355217351588621","7225","Metals"
"Flat-rolled products of other alloy steel, width < 600 mm","610460","0.0014477216720386289","7226","Metals"
"Other bars and rods of other alloy steel","30468","0.00007225564968003299","7228","Metals"
"Wire of other alloy steel","7184","0.000017037041725789585","7229","Metals"
"Sheet piling of iron or steel","2726","0.0000064647794744574615","7301","Metals"
"Railway construction material of iron or steel","289316","0.0006861203735994626","7302","Metals"
"Tubes of cast iron","2786","0.000006607071025619401","7303","Metals"
"Tubes, seamless, of iron or steel","1248302","0.0029603804649758615","7304","Metals"
"Other tubes and pipes, diameter > 406.4 mm, of iron or steel","565641","0.0013414322548465126","7305","Metals"
"Other tubes, pipes and hollow profiles of iron or steel","1843274","0.004371371944607888","7306","Metals"
"Tube or pipe fittings of iron or steel","1499468","0.0035560271272948576","7307","Metals"
"Structures and their parts, of iron or steel","48874044","0.11590605887194821","7308","Metals"
"Tanks etc. > 300 liters, iron or steel","1110461","0.002633486969913979","7309","Metals"
"Tanks etc. < 300 liters, iron or steel","1991235","0.0047222652812990845","7310","Metals"
"Containers for compressed or liquified gas","3034383","0.0071961177314903355","7311","Metals"
"Wire of iron or steel, not insulated","645599","0.001531054718976619","7312","Metals"
"Barbed wire of iron or steel","7455","0.00001767972523187101","7313","Metals"
"Cloth of iron or steel wire","579788","0.0013749822310846452","7314","Metals"
"Chain of iron or steel","99671","0.0002363723532643616","7315","Metals"
"Nails and similar articles of iron or steel","648967","0.001539042018048509","7317","Metals"
"Screws and similar articles of iron or steel","11195667","0.026550813728709002","7318","Metals"
"Springs of iron or steel","385763","0.0009148469275147226","7320","Metals"
"Stoves and similar non-electric appliances of iron or steel","1009820","0.0023948142365724998","7321","Metals"
"Radiators for central heating of iron or steel","64089","0.0001519887203736259","7322","Metals"
"Household articles of iron or steel","1274106","0.0030215753180789064","7323","Metals"
"Sanitary ware and parts of iron or steel","422723","0.0010024985230304773","7324","Metals"
"Other cast articles of iron or steel","7264936","0.01722898354220363","7325","Metals"
"Other articles of iron or steel","38564676","0.09145712613496049","7326","Metals"
"Copper mattes","1537475","0.0036461617103783883","7401","Metals"
"Unrefined copper","2001712","0.0047471117576578115","7402","Metals"
"Refined copper and copper alloys","17902952","0.042457313507629185","7403","Metals"
"Copper waste and scrap","74931432","0.1777018281677568","7404","Metals"
"Copper powders and flakes","87600","0.000207745664696432","7406","Metals"
"Copper bars, rods and profiles","239790","0.0005686681842186922","7407","Metals"
"Copper wire","4467807","0.010595519805369541","7408","Metals"
"Copper plates, sheets and strip > 0.15 mm","100787","0.00023901897611597363","7409","Metals"
"Copper foil < 0.15 mm thick","14092","0.00003341954231623425","7410","Metals"
"Copper tubes and pipes","300683","0.0007130775079670921","7411","Metals"
"Copper tube or pipe fittings","84524","0.00020045085117352987","7412","Metals"
"Copper wire, uninsulated","1384734","0.003283932480111291","7413","Metals"
"Screws and similar articles of copper","170040","0.0004032542559929372","7415","Metals"
"Household articles of copper","160082","0.0003796386015517606","7418","Metals"
"Other articles of copper","3818911","0.009056646165656573","7419","Metals"
"Nickel mattes","1063626","0.002522416556602822","7501","Metals"
"Nickel unwrought","652528","0.0015474870216099703","7502","Metals"
"Nickel waste and scrap","167332","0.0003968321639838283","7503","Metals"
"Nickel powders","1248311","0.0029604018087085356","7504","Metals"
"Nickel bars, wire etc.","1249","0.0000029620357900210456","7505","Metals"
"Other articles of nickel","950558","0.002254272871489852","7508","Metals"
"Unwrought aluminum","7205752","0.017088627156137494","7601","Metals"
"Waste or scrap, aluminium","29672920","0.07037009690506907","7602","Metals"
"Aluminum bars","24980938","0.05924294029167074","7604","Metals"
"Aluminum wire","21380","0.00005070322273070452","7605","Metals"
"Aluminum plates > 0.2 mm","1556216","0.0036906064763838203","7606","Metals"
"Aluminum foil < 0.2 mm","149432","0.0003543818512205163","7607","Metals"
"Aluminum tubes and pipes","261103","0.0006192125147172658","7608","Metals"
"Aluminum tube or pipe fittings","27305","0.00006475451340794608","7609","Metals"
"Aluminum structures (bridges, towers etc)","1321573","0.00313414453572897","7610","Metals"
"Aluminum containers, >300 liters","221998","0.0005264739962474716","7611","Metals"
"Aluminum containers, <300 liters","31380908","0.07442063460316874","7612","Metals"
"Aluminum containers for compressed or liquefied gas","29726","0.00007049597749733035","7613","Metals"
"Aluminum wire, not insulated","9252149","0.02194171054652316","7614","Metals"
"Household articles of aluminum","1428509","0.0033877460243131896","7615","Metals"
"Other articles of aluminum","7792324","0.01847969781860685","7616","Metals"
"Lead foil <2mm","5494","0.00001302916303472828","7804","Metals"
"Unwrought zinc","205154","0.0004865280147846097","7901","Metals"
"Zinc waste and scrap","1566022","0.003713861658895386","7902","Metals"
"Zinc powders","266099","0.0006310606578773501","7903","Metals"
"Zinc plates and foil","48934","0.00011604824607597265","7905","Metals"
"Other articles of zinc","671651","0.001592837710491133","7907","Metals"
"Unwrought tin","5256","0.00001246473988178592","8001","Metals"
"Tin waste and scrap","131710","0.0003123536700589847","8002","Metals"
"Tin bars and wire","49093","0.00011642531868655178","8003","Metals"
"Tungsten (wolfram)","105691","0.0002506489388976095","8101","Metals"
"Tantalum","116877","0.0002771768270859005","8103","Metals"
"Cobalt","41706512","0.0989080714339009","8105","Metals"
"Titanium","15552904","0.03688411392054562","8108","Metals"
"Manganese","4457","0.000010569890725479423","8111","Metals"
"Other metals","17504","0.00004151118852564321","8112","Metals"
"Handtools for gardening","31572","0.00007487381422141269","8201","Metals"
"Handsaws","317938","0.0007539981865554132","8202","Metals"
"Pliers, pincers and other metal handtools","263430","0.0006247310553764964","8203","Metals"
"Wrenches","67696","0.00016054281412431121","8204","Metals"
"Hand tools n.e.c.","1529893","0.003628180801363224","8205","Metals"
"Retail tool sets","82355","0.00019530701159902578","8206","Metals"
"Interchangeable tools for hand tools","7116545","0.016877070449395775","8207","Metals"
"Knives and blades for machines","171645","0.0004070605549865191","8208","Metals"
"Articles for utensils, of cermet","3346","0.00000793512550313084","8209","Metals"
"Hand-operated appliances, food preparation, <10kg","16220","0.000038466149330777704","8210","Metals"
"Knife sets","22198","0.000052643130878212304","8211","Metals"
"Razors","355915","0.0008440616238633631","8212","Metals"
"Other cutlery","8637","0.000020482868789761224","8214","Metals"
"Cutlery","22277","0.00005283048142057552","8215","Metals"
"Padlocks and locks","6575326","0.015593555598923876","8301","Metals"
"Base metal mountings, fittings and similar articles","27853430","0.06605512933134178","8302","Metals"
"Safes","117948","0.0002797167312741411","8303","Metals"
"Paper trays and similar office equipment, of base metal","7339","0.00001740462823295793","8304","Metals"
"Ornaments, statuettes, etc. of metal","445252","0.0010559266289659332","8306","Metals"
"Flexible tubing of base metal","556541","0.0013198513695869517","8307","Metals"
"Clasps, buckles etc. of metal","1175165","0.0027869341786870153","8308","Metals"
"Stoppers, caps and lids of metal","1641224","0.003892205146070056","8309","Metals"
"Sign plates and similar plates of base metal","252559","0.0005989501978318056","8310","Metals"
"Wire etc. used for welding","413450","0.0009805073637983999","8311","Metals"
"Steam boilers","2192453","0.005199458970327471","8402","Machinery"
"Central heating boilers","26078","0.00006184465118668441","8403","Machinery"
"Auxiliary parts for use with boilers","357246","0.0008472181247733054","8404","Machinery"
"Water gas generators","108450","0.00025719197872520606","8405","Machinery"
"Steam turbines","27094","0.00006425412145302658","8406","Machinery"
"Spark-ignition reciprocating internal combustion piston engines","20526418","0.04867893095030601","8407","Machinery"
"Compression-ignition internal combustion piston engines","3849395","0.00912893975975025","8408","Machinery"
"Parts suitable for use with spark-ignition engines","40243760","0.09543911724981373","8409","Machinery"
"Hydraulic turbines, water wheels and regulators","19086","0.00004526294242461303","8410","Machinery"
"Gas turbines","80366264","0.19059067276083258","8411","Machinery"
"Other engines and motors","73685552","0.17474719153839618","8412","Machinery"
"Pumps for liquids","8377686","0.019867898934794438","8413","Machinery"
"Pumps, compressors, fans, etc.","12675136","0.030059412710475734","8414","Machinery"
"Air conditioners","41644504","0.09876101785882674","8415","Machinery"
"Furnace burners","114345","0.00027117212362686664","8416","Machinery"
"Industrial furnaces","108510","0.000257334270276368","8417","Machinery"
"Refrigerators, freezers","3559315","0.008441007540399326","8418","Machinery"
"Equipment for temperature change of materials","2320670","0.005503528900582978","8419","Machinery"
"Calendering or other rolling machines, other than for metals or glass","190485","0.0004517401020513681","8420","Machinery"
"Centrifuges","51706016","0.12262215368406791","8421","Machinery"
"Dish washing machines","1133964","0.0026892249420299636","8422","Machinery"
"Weighing machinery","555871","0.0013182624472656433","8423","Machinery"
"Sprays and powder dispersers","2798224","0.006636060557642795","8424","Machinery"
"Pulleys and winches","2281006","0.005409464699161525","8425","Machinery"
"Ships' derricks; cranes","7373472","0.017486379472152168","8426","Machinery"
"Fork-lift trucks","2031192","0.004817024339795378","8427","Machinery"
"Other lifting machinery","18363896","0.043550454120275674","8428","Machinery"
"Self-propelled bulldozers, excavators and road rollers","10332331","0.024503390085143264","8429","Machinery"
"Other moving, excavating or boring machinery","3574218","0.008476350390182099","8430","Machinery"
"Parts for use with hoists and excavation machinery","4368000","0.010358824924589213","8431","Machinery"
"Machinery for soil preparation or cultivation","848723","0.0020127685362802497","8432","Machinery"
"Harvesting or agricultural machinery","1535333","0.0036410819020019068","8433","Machinery"
"Dairy machinery","12527","0.000029708104356760315","8434","Machinery"
"Machines for wine and juice production","269633","0.0006394416302407883","8435","Machinery"
"Other agricultural machinery","115868","0.00027478395750052723","8436","Machinery"
"Machinery for processing grain","252713","0.0005993154128131213","8437","Machinery"
"Machinery for the industrial preparation of food or drink","1867187","0.00442808224232348","8438","Machinery"
"Machinery for making paper","53557","0.0001270118100930001","8439","Machinery"
"Bookbinding machinery","23115","0.000054817820085137284","8440","Machinery"
"Other machinery for making paper","737834","0.0017497924060003106","8441","Machinery"
"Machinery for making printing components","212675","0.0005043642607227589","8442","Machinery"
"Printers and copiers","25111678","0.05955299358165261","8443","Machinery"
"Machines to extrude, cut manmade textile fibres","22286","0.00005285182515324981","8444","Machinery"
"Machines for preparing textile fibers","379770","0.0009006343730794975","8445","Machinery"
"Looms","654100","0.001551215060250413","8446","Machinery"
"Knitting machines","144291","0.00034218983681179077","8447","Machinery"
"Auxiliary machinery for use with knitting and textile machines","716330","0.0016987951140638715","8448","Machinery"
"Household- or laundry-type washing machines","118290","0.0002805277931157642","8450","Machinery"
"Machinery for processing fabrics","298446","0.0007077724046346044","8451","Machinery"
"Sewing machines","362657","0.0008600504511622596","8452","Machinery"
"Machinery for preparing leather","138909","0.0003294262846725648","8453","Machinery"
"Machines used in metallurgy","58135","0.0001378686554466561","8454","Machinery"
"Metal-rolling mills","139977","0.0003319590742832473","8455","Machinery"
"Machines for working materials by laser and similar means","70644","0.00016753407233806783","8456","Machinery"
"Machining centers for working metal","479410","0.0011369332090424254","8457","Machinery"
"Lathes for removing metal","107599","0.0002551738102245592","8458","Machinery"
"Machine tools for drilling by removing metal","62266","0.00014766542874415566","8459","Machinery"
"Machines with grinding stones for finishing metal","82865","0.00019651648978390225","8460","Machinery"
"Other machine tools for planing and cutting metals","312967","0.0007422093315416465","8461","Machinery"
"Machine tools for molding and forging metals","655321","0.0015541106933165585","8462","Machinery"
"Other machine tools for working metal, without removal","546920","0.0012970349193581346","8463","Machinery"
"Machine tools for working stone","53203","0.00012617228994114466","8464","Machinery"
"Machine tools for working wood","537599","0.0012749299268851274","8465","Machinery"
"Parts and accessories for metal working machines","676198","0.0016036210385433555","8466","Machinery"
"Tools for hand working, pneumatic, hydraulic motors","549192","0.0013024230260954668","8467","Machinery"
"Machinery for soldering","51031","0.00012102133578908244","8468","Machinery"
